                                                                           
      48      48      48      48      48      48       4       1
     0        6.65183596      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
  0.99999999999995659        0.0000000000000000        0.0000000000000000     
   0.0000000000000000       0.99999999999995659        0.0000000000000000     
   0.0000000000000000        0.0000000000000000       0.99999999999995659     
      560.3938088991        6.2500000000       80.0000000000    11
   1   Ni   18.00
   1       0.000000000    0.000000000    0.000000000    1
   2       0.000000000    0.500000000    0.500000000    1
   3       0.500000000    0.000000000    0.500000000    1
   4       0.500000000    0.500000000    0.000000000    1
 -9.764569331E+00 -9.136363742E+00 -7.924318941E+00 -6.698905281E+00 -5.406384920E+00
 -4.221181245E+00 -3.251574317E+00 -2.313354593E+00 -1.400511552E+00 -6.401854222E-01
 -3.692960790E-02  4.043643841E-01  7.210083053E-01  9.487090577E-01  1.116094261E+00
  1.238569442E+00  1.331346375E+00  1.399335083E+00  1.450563746E+00  1.487104800E+00
  1.513003952E+00  1.530724423E+00  1.543096287E+00  1.549194167E+00  1.549804300E+00
  1.549194167E+00  1.543096287E+00  1.530724423E+00  1.513003952E+00  1.487104800E+00
  1.450563746E+00  1.399335083E+00  1.331346375E+00  1.238569442E+00  1.116094261E+00
  9.487090577E-01  7.210083053E-01  4.043643841E-01 -3.692960790E-02 -6.401854222E-01
 -1.400511552E+00 -2.313354593E+00 -3.251574317E+00 -4.221181245E+00 -5.406384920E+00
 -6.698905281E+00 -7.924318941E+00 -9.136363742E+00 -9.136363742E+00 -8.650305201E+00
 -7.643458151E+00 -6.502720632E+00 -5.258814917E+00 -4.124913646E+00 -3.180202232E+00
 -2.248098827E+00 -1.349853715E+00 -6.039070297E-01 -1.156886808E-02  4.207276029E-01
  7.310204367E-01  9.542966907E-01  1.119771746E+00  1.241431561E+00  1.332978225E+00
  1.399968966E+00  1.449957394E+00  1.485638092E+00  1.511605437E+00  1.529132952E+00
  1.540571988E+00  1.547172051E+00  1.549194216E+00  1.547172051E+00  1.540571988E+00
  1.529132952E+00  1.511605437E+00  1.485638092E+00  1.449957394E+00  1.399968966E+00
  1.332978225E+00  1.241431561E+00  1.119771746E+00  9.542966907E-01  7.310204367E-01
  4.207276029E-01 -1.156886808E-02 -6.039070297E-01 -1.349853715E+00 -2.248098827E+00
 -3.180202232E+00 -4.124913646E+00 -5.258814917E+00 -6.502720632E+00 -7.643458151E+00
 -8.650305201E+00 -7.924318941E+00 -7.643458151E+00 -6.934529167E+00 -5.949010971E+00
 -4.847128812E+00 -3.851712109E+00 -2.966222408E+00 -2.056950440E+00 -1.204282085E+00
 -4.983993752E-01  6.001233328E-02  4.664170040E-01  7.608104185E-01  9.737653664E-01
  1.132179705E+00  1.248420378E+00  1.335980198E+00  1.400723088E+00  1.448796197E+00
  1.482597156E+00  1.507475196E+00  1.524293940E+00  1.534777675E+00  1.540572134E+00
  1.543096482E+00  1.540572134E+00  1.534777675E+00  1.524293940E+00  1.507475196E+00
  1.482597156E+00  1.448796197E+00  1.400723088E+00  1.335980198E+00  1.248420378E+00
  1.132179705E+00  9.737653664E-01  7.608104185E-01  4.664170040E-01  6.001233328E-02
 -4.983993752E-01 -1.204282085E+00 -2.056950440E+00 -2.966222408E+00 -3.851712109E+00
 -4.847128812E+00 -5.949010971E+00 -6.934529167E+00 -7.643458151E+00 -6.698905281E+00
 -6.502720632E+00 -5.949010971E+00 -5.141944190E+00 -4.263892042E+00 -3.441567248E+00
 -2.614651195E+00 -1.753169515E+00 -9.785442909E-01 -3.349746749E-01  1.692028936E-01
  5.376292447E-01  8.067490524E-01  1.003517986E+00  1.150819809E+00  1.259236674E+00
  1.341178950E+00  1.400760260E+00  1.445403130E+00  1.476559547E+00  1.499142450E+00
  1.514140967E+00  1.524294183E+00  1.529133341E+00  1.530724861E+00  1.529133341E+00
  1.524294183E+00  1.514140967E+00  1.499142450E+00  1.476559547E+00  1.445403130E+00
