Strain;Stress_GPa
0.00062;0.098327730502475
0.00063;-0.0472766090482903
0.00064;0.489245541193486
0.00065;0.0638914145986821
0.00066;0.0259310906631876
0.00067;0.0852042317235514
0.00068;0.380862218089326
0.00069;0.282149061001364
0.0007;0.119195525617225
0.00071;0.0575186135331364
